#ID;#BFC;BR-Message;BFC-Message;Files
1350224;264425678fd4a37618c2bceae8e62f6bba778223;"VMWare: Operating System Not Found, using block device mapping for volume during VM spawn 
When using vmware driver to attach a volume during VM spawn as below using --block-device.
The VM will show 'Active' in openstack, but the actuall the VM couldn't be loaded. Showing 'Operating System Not Found'.
nova boot --flavor 7 --image trend-thin --block-device source=volume,id=0fa2137c-ef9f-413c-bf6b-1a8b4fcf2e35,dest=volume,shutdown=preserve myInstanceWithVolume --nic net-id=e7ef5ccb-1718-42b6-a99c-37d5a509c339
Note: the volume is not bootable volume. Just want to deployment the VM from backend image and then attach the volume to the VM.
";"VMware: Accept image and block device mappings 
The logic in spawn ignores the specified image if there
are block device mappings in ""nova boot"".  This is incorrect
and is a bug in the VMware driver, since the block devices
can be blank volumes.  We should be able to accept an image
and block device mappings in ""nova boot"".

DocImpact: VMware supports nova boot with the --block-device
option.  End users can specify the block device's bus to be
either lsiLogic, busLogic, ide, lsiLogicsas, or paraVirtual.
For example, nova boot --flavor m1.tiny --block-device
source=image,dest=volume,size=1,id=<image_id>,bus=lsiLogicsas,
bootindex=0 test
";"nova/virt/vmwareapi/vmops.py, nova/virt/vmwareapi/volumeops.py 
"
1367363;5f93c841a80663b68da2fb04df78d5acd0754d68;"Libvirt-lxc will leak nbd devices on instance shutdown 
Shutting down a libvirt-lxc based instance will leak the nbd device. This happens because _teardown_container will only be called when libvirt domain's are running. During a shutdown, the domain is not running at the time of the destroy. Thus, _teardown_container is never called and the nbd device is never disconnected.
Steps to reproduce: 1) Create devstack using local.conf: https://gist.github.com/ramielrowe/6ae233dc2c2cd479498a 2) Create an instance 3) Perform ps ax |grep nbd on devstack host. Observe connected nbd device 4) Shutdown instance 5) Perform ps ax |grep nbd on devstack host. Observe connected nbd device 6) Delete instance 7) Perform ps ax |grep nbd on devstack host. Observe connected nbd device
Nova has now leaked the nbd device.
";"Libvirt: Always teardown lxc container on destroy 
This fixes a bug where shutting down a libvirt-lxc based instance
would leak its underlying nbd device. This was happening because
_teardown_container would only get called if the domain was
present. After this fix, _teardown_container will always get called
on a destroy, which ensures the nbd device gets disconnected.
";nova/virt/libvirt/driver.py
1370177;a7de013891da5afd43c2aa2dd6dad61048799230;"Lack of EC2 image attributes for volume backed snapshot. 
For EBS images AWS returns device names, volume sizes, delete on termination flags in block device mapping structure.
$ euca-describe-images ami-d13845e1 IMAGE ami-d13845e1 amazon/amzn-ami-hvm-2014.03.2.x86_64-ebs amazon available public x86_64 machine ebs hvm xen BLOCKDEVICEMAPPING /dev/xvda snap-d15cde24 8 true
The same in xml form:             <blockDeviceMapping>                 <item>                     <deviceName>/dev/xvda</deviceName>                     <ebs>                         <snapshotId>snap-d15cde24</snapshotId>                         <volumeSize>8</volumeSize>                         <deleteOnTermination>true</deleteOnTermination>                         <volumeType>standard</volumeType>                     </ebs>                 </item>             </blockDeviceMapping>
But Nova didn't do it now:
$ euca-describe-images ami-0000000a IMAGE ami-0000000a None (sn-in) ef3ddd7aa4b24cda974200baef02730b available private machine aki-00000002 ari-00000003 instance-store BLOCKDEVICEMAPPING snap-00000005
The same in xml form:       <blockDeviceMapping>         <item>           <ebs>             <snapshotId>snap-00000005</snapshotId>           </ebs>         </item>       </blockDeviceMapping>
NB. In Grizzly device names and delete on termination flags was returned. It was changed by https://github.com/openstack/nova/commit/33e3d4c6b9e0b11500fe47d861110be1c1981572 Now these attributes are not stored in instance snapshots, so there is no way to output them.
Device name is most critical attribute. Because there is another one compatibility issue (see https://bugs.launchpad.net/nova/+bug/1370250): Nova isn't able to adjust attributes of volume being created at instance launch stage. For example in AWS we can change volume size and delete on termination flag of a device by set new values in parameters of run instance command. To identify the device in image block device mapping we use device name. For example: euca-run-instances ... -b /dev/vda=:100 runs an instance with vda device increased to 100 GB. Thus if we haven't device names in images, we haven't a chance to fix this compatibility problem.
";"snapshot: Copy some missing attrs to the snapshot bdms 
The following commit: 33e3d4c wrongly
drops some of the block device mapping information that is needed to
fully describe the block device mapping. In addition - EC2 API needs
this information to be able to format the output.
";nova/block_device.py
1370590;de62c0d8361bf9dae16a8ff1672229fee1c15e5e;"Libvirt _create_domain_and_network calls missing disk_info 
When boot from block/volume was started for libvirt-lxc, a check was added to _create_domain_setup_lxc that uses disk_info to determine whether or not the instance was booted from block. While the spawn call provides disk_info via a kwarg to _create_domain_and_network, many other operations leave that information off. These calls now need to provide disk_info to _create_domain_and_network so that it is available to determine whether or not the instance was booted from block/volume. Without that data, the check will erroneously determine that the instance was booted from a volume.
Steps to reproduce: 1) Create devstack with local.conf: https://gist.github.com/ramielrowe/520b0b86a5adf385b45d 2) Boot instance from image 3) Stop the instance 4) Start the instance 5) Observe exception in nova-compute logs: https://gist.github.com/ramielrowe/5cc2cb372fd019ee8331
In the stack trace you can see Nova has attempted to set up the instance as if it was booted from volume.

";"libvirt: Fix domain creation for LXC 
A condition was introduced during domain creation that needs
disk_info to determine whether or not an instance was booted from
volume. Many calls to _create_domain_and_network were not providing
disk_info and thus the condition was always evaluating to True.
This change adds disk_info to each call that was missing it.
";nova/virt/libvirt/driver.py
1371677;833357301bc80a27422f7bf081fae2d3da730a24;"Race in resource tracker causes 500 response on deleting during verify_resize state 
During a tempest run occasionally a during the tempest.api.compute.servers.test_delete_server.DeleteServersTestJSON.test_delete_server_while_in_verify_resize_state test it will fail when the test attempts to delete a server in the verify_resize state. The failure is caused by a 500 response given being returned from nova. Looking at the nova-api log this is caused by an rpc call never receiving a response:
http://logs.openstack.org/10/110110/40/check/check-tempest-dsvm-postgres-full/4cd8a81/logs/screen-n-api.txt.gz#_2014-09-19_10_24_07_221
looking at the n-cpu logs for the handling of that rpc call yields:
http://logs.openstack.org/10/110110/40/check/check-tempest-dsvm-postgres-full/4cd8a81/logs/screen-n-cpu.txt.gz#_2014-09-19_10_24_31_404
Which looks like it is coming from attempting to updating the resource tracker being triggered by the server deletion. However the volume from that failure according to the tempest log is coming from a different test, in the test class ServerRescueNegativeTestJSON. It appears the tearDownClass for that test class is running concurrently with the failed test, and causing a race in the resource tracker, where the volume it expects to be there disappears, so when it goes to get the size it fails.
Full logs for an example run that tripped this is here: http://logs.openstack.org/10/110110/40/check/check-tempest-dsvm-postgres-full/4cd8a81
";"libvirt: make _get_instance_disk_info conservative 
We want to make sure we never try to get the size of an attached volume
when doing _get_instance_disk_info (as this can cause issues when
gathering available resources).

libvirt's get_available_resources will call upon it to determine the
available disk size on the compute node, but do so without providing
information about block devices. This makes _get_instance_disk_info make
incorrect guesses as to which device is a volume

This patch makes the _get_instance_disk_info be more conservative about
it's guesses when it can not reasonably determine if a device is a
volume or not.
";nova/virt/libvirt/driver.py
1373741;6bd4e4292648c0474e02ddc1560ce583fbe56d0;"The v2.1 API links of ""list versions"" API doesn't show v2.1
Now v2.1 API is provided on /v2.1 URL as the default but the links does not show v2.1 like the following:
$ curl -i 'http://192.168.11.62:8774/' -X GET -H ""Accept: application/json"" -H ""X-Auth-Project-Id: demo"" -H ""X-Auth-Token: {SHA1}a478a30ec8bdadbdb5b8f98d97bf99ac83a8a1ea"" [..] {""versions"": [   {     ""status"": ""CURRENT"", ""updated"": ""2011-01-21T11:33:21Z"", ""id"": ""v2.0"",     ""links"": [{""href"": ""http://192.168.11.62:8774/v2/"", ""rel"": ""self""}]   },   {     ""status"": ""EXPERIMENTAL"", ""updated"": ""2013-07-23T11:33:21Z"", ""id"": ""v2.1"",     ""links"": [{""href"": ""http://192.168.11.62:8774/v2/"", ""rel"": ""self""}]   } ]}
The links is the same as v2 now, but the links should be     ""links"": [{""href"": ""http://192.168.11.62:8774/v2.1/"", ""rel"": ""self""}] ideally.
";"Apply v2.1 API to href of version API 
Now Nova contains v2 and v2.1 APIs, but version API returns the same
href between v2 and v2.1 like:
  {""href"": ""http://192.168.11.62:8774/v2/"", ""rel"": ""self""}
in a response.
In addition, current generate_href() handles v3 API case also. However
v3 API has disappeared, so the code is meaningless now.
This patch fixes the problem for returning a right href.
";"doc/api_samples/versions-get-resp.json,nova/api/openstack/compute/views/versions.py 
"
1375379;4f0547d4978172e29eb328bceb404335da1b9e0a;"console: wrong check when verify the server response 
When trying to connect to a console with internal_access_path if the server does not respond by 200 we should raise an exception but the current code does not insure this case.
https://github.com/openstack/nova/blob/master/nova/console/websocketproxy.py#L68
The method 'find' return -1 on failure not False or 0
";"console: fix bug when invalid connection info 
Fixes bug when checking response returned from the server during
a connection with internal_access_path, if the response's status
is not 200 we should raise the exception.
";nova/console/websocketproxy.py
1381468;fdcf358eaeef6edb5c8d2dcc94f906a22882544a;"Type conflict in nova/nova/scheduler/filters/trusted_filter.py using attestation_port default value  
When trusted filter in nova scheduler is running with default value of attestation_port:
cfg.StrOpt('attestation_port', default='8443', help='Attestation server port'),
method _do_request() in AttestationService class has this line:
action_url = ""https://%s:%d%s/%s"" % (self.host, self.port, self.api_url, action_url)
It is easy to see that default type of attestation_port is string. But in action_url self.port is required as integer (%d). It leads to conflict.
";"Type conflict in trusted_filter.py using attestation_port default value 
When trusted filter (nova/nova/scheduler/filters/trusted_filter.py)
in nova scheduler is running with default value of attestation_port:

default='8443'

method _do_request() in AttestationService class has this line:

action_url = ""https://%s:%d%s/%s"" % (self.host,
self.port, self.api_url, action_url)

It is easy to see that default type of attestation_port is string.
But in action_url self.port is required as integer (%d).
It leads to conflict.

This change provides more tests than is required only to cover this bug
fix. This cases are testing AttestationService _do_request() method
using different status_codes and different texts returned by mocked
request method.

";nova/scheduler/filters/trusted_filter.py 
1382630;c049f56278f4414fe366ec137fbf2caa4946c644;"access_ip_* not updated on reschedules when they should be
For virt drivers that require networks to be reallocated on nova reschedules, the access_ip_v[4|6] fields on Instance are not updated.
This bug was introduced when the new build_instances path was added. This new path updates access_ip_* before the instance goes ACTIVE... and it only updates when its not already set. The old path only updated the access_ip_* fields when the instance went ACTIVE...
";"Only set access_ip_* when instance goes ACTIVE 
When the new build path was added, access_ip_* was changed to update
before driver.spawn() is called. On build failures with virt drivers
that require networks to be deallocated and reallocated, access_ip_* is
never updated again, leaving old information there.
";nova/compute/manager.py
1392798;2aea3a3d54cbe0dc9ce2b8c504818baeb1542677;"Deleted instances show power state as 'Running' 
After deleting an instance and executing a `nova list --deleted` command as an administrator, the Power State of the deleted instance is still displayed as 'Running' and set to 1 in the database as well.
Steps to reproduce:
    Boot an instance:     dboik@dboik-VirtualBox:~$ nova boot foo --flavor m1.tiny --image cirros-032-x86_64-uec
    Wait for instance to finish building:     dboik@dboik-VirtualBox:~$ nova list     +--------------------------------------+------+--------+------------+-------------+------------------+     | ID | Name | Status | Task State | Power State | Networks |     +--------------------------------------+------+--------+------------+-------------+------------------+     | 2fed0daa-b083-43cf-9285-7364ce4852ce | foo | ACTIVE | - | Running | private=10.0.0.2 |     +--------------------------------------+------+--------+------------+-------------+------------------+
    Delete the instance:     dboik@dboik-VirtualBox:~$ nova delete foo     Request to delete server foo has been accepted.
    As an OpenStack administrator, list the deleted instances:     dboik@dboik-VirtualBox:~$ nova list --deleted     +--------------------------------------+------+---------+------------+-------------+------------------+     | ID | Name | Status | Task State | Power State | Networks |     +--------------------------------------+------+---------+------------+-------------+------------------+     | 2fed0daa-b083-43cf-9285-7364ce4852ce | foo | DELETED | - | Running | private=10.0.0.2 |     +--------------------------------------+------+---------+------------+-------------+------------------+
";"Update Power State after deleting instance 
Update the power state for an instance when deleting it.
Instead of being stuck in the 'Running' power state after deletion,
a deleted instance will be in the NOSTATE power state.
";nova/compute/manager.py
1402535;2833f8c08fcfb7961b3c64b285ceff958bf5a05e;"terminate instances boot from volume used multipath have residual device 
Reproducing method as following:
1、nova.conf configure iscsi_used_multipath_tool=multipath， restart nova-compute service
2、launch instance vm1 boot from volume(used HpSan),then attach volume1 for this vm1
3、launch instance vm2 boot from volume(used HpSan),then attach volume2 for this vm2 at the same host
4、terminate vm2
5、vm2 has been destoryed , but /dev/disk/by-path/ device can not be completely removed";"remove _rescan_iscsi from disconnect_volume_multipath_iscsi 
terminating instance that attached more than one volume, disconnect
the first volume is ok, but the first volume is not removed, then
disconnect the second volume, disconnect_volume_multipath_iscsi
will call _rescan_iscsi so that rescan the first device, although
the instance is destroyed, the first device is residual, therefor
we don't need rescan when disconnect volume.
";nova/virt/libvirt/volume.py
1402728;1b2aa11758fd52acdec0289777d276303555903b;"VMware: resize does not update cpu limits 
A resize of a VM does not update the cpu limits correctly. That is if resources or sharing were on the flavor extra specs then they were not updated after the resize (if necessary)";"VMware: ensure that resize treats CPU limits correctly 
Ensure that the instance cpu limits are updated correctly.
The resize may use a flavor that requires updating the cpu
limits etc.
";"nova/virt/vmwareapi/vm_util.py,nova/virt/vmwareapi/vmops.py 
"
1403544;2ad3009f3595e701a866f265263ca3a0a8ef09dc;"Empty string in key_name treated as None but gets into DB 
When creating instance, it is possible to specify ""'key_name': ''"". This empty string is treated as None by nova.compute.api._validate_and_build_base_options(), but gets written to DB. Then it breaks Horizon when it creates the ""Decrypt Password"" button for instance details view, because 'key_name' is checked to be not None.";"Do not treat empty key_name as None 
When running instance, empty ("""") key_name is treated as None and
keypair lookup does not happen.  However, empty string is written to
key_name field in instance's database record.  When horizon renders
instance info, it looks up keypair if key_name is not None.  Having
empty string in this property generates error and instance info is not
displayed.
";nova/compute/api.py
1408024;d797c728bf06ba9d70af43c57acacc91a9cd6fab;"Wrong processing BadRequest while adding security group rule 
There is a couple of ways to obtain BadRequest from Neutron in neutron driver of security groups. As an example try to add below security group rule:
nova --debug secgroup-add-rule default icmp -1 255 0.0.0.0/0
Attempt fails and Neutron raises BadRequest. But neutron driver doesn't process exception with code 400 and reraises it again as NeutronClientException[1]. So this Exception is only handled [2], where code of this exceprion isn't processed correctly (because Neutron and Nova have different names for attribute with exceprion code), so nova throws internal server error instead of BadRequest:
ERROR (ClientException): The server has either erred or is incapable of performing the requested operation. (HTTP 500) (Request-ID: req-4775128d-5ef0-4863-b96f-56515c967fb4)
[1] - https://github.com/openstack/nova/blob/master/nova/network/security_group/neutron_driver.py#L217 [2] - https://github.com/openstack/nova/blob/master/nova/api/openstack/__init__.py#L97
";"Add handling of BadRequest from Neutron 
While adding security group rule Nova can obtain BadRequest exception from
neutronclient. Add handling this exception and raise nova exception
instead of reraising neutron exception.

This helps to process correctly error code, so now Nova raises BadRequest
from Neutron with code 400 instead of 500 as it was before.
";nova/network/security_group/neutron_driver.py
1414515;7c387637614871fac460955c0ea3beb139ae168c;"Zookeeper servicegroup driver's join() method returns a FakeLoopingCall
The zookeeper servicegroup driver's join() method returns a FakeLoopingCall for no reason whatsoever:
class FakeLoopingCall(loopingcall.LoopingCallBase):     """"""The fake Looping Call implementation, created for backward     compatibility with a membership based on DB.     """"""     def __init__(self, driver, host, group):         self._driver = driver         self._group = group         self._host = host
    def stop(self):         self._driver.leave(self._host, self._group)
    def start(self, interval, initial_delay=None):         pass
    def wait(self):         pass
The rest of the drivers just return None, so this is not necessary.
";"Fix up join() and leave() methods of servicegroup 
The join() method was not documented properly, and the Zookeeper
driver's implementation of the join() method returned a FakeLoopingCall
object for no reason whatsoever (the other drivers just return None), so
it's not necessary.

The leave() method wasn't used anywhere at all, therefore this patch
removes it entirely.
";"nova/servicegroup/api.py, nova/servicegroup/drivers/base.py, nova/servicegroup/drivers/db.py,nova/servicegroup/drivers/zk.py 
"
